relative_path,source_url,sha256,size_bytes,date_obs,wavelength_angstrom,shape_y,shape_x,exptime_s,wcs_valid
2017-04-03/0171/aia_synoptic.0171.20170403_141400.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_141400.fits,db110f3f9a122298d2378bf54b2fa7f2a720c62059a36ddabfeae2121b39d662,1198080,2017-04-03T14:14:09.350000Z,171,1024,1024,2.00018,true
2017-04-03/0171/aia_synoptic.0171.20170403_141600.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_141600.fits,3179ccc6590fdec3fc1b72f2bb52f00881fb4ec4ed728d322dba907b5da1caef,1198080,2017-04-03T14:16:09.340000Z,171,1024,1024,2.000182,true
2017-04-03/0171/aia_synoptic.0171.20170403_141800.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_141800.fits,8836b426602b2e9adce7d177003b63a6757c3edaa6cf604019cd6de59fd04086,1198080,2017-04-03T14:18:09.350000Z,171,1024,1024,2.00018,true
2017-04-03/0171/aia_synoptic.0171.20170403_142000.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_142000.fits,27cf7c2223438d7967c8b58c181ede4c894611c07209bcdbfe6ec573158f9d4c,1198080,2017-04-03T14:20:09.340000Z,171,1024,1024,2.000181,true
2017-04-03/0171/aia_synoptic.0171.20170403_142200.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_142200.fits,e1434944a19294a62ca4b49b1b853fd95d819a38a1417583d3c97ca0fb1bdb31,1198080,2017-04-03T14:22:09.350000Z,171,1024,1024,2.000181,true
2017-04-03/0171/aia_synoptic.0171.20170403_142400.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_142400.fits,4210a1c6e2487f836b3e762047bc998efac0c37d7b2be356825d203ef9fd0fb7,1200960,2017-04-03T14:24:09.350000Z,171,1024,1024,2.000179,true
2017-04-03/0171/aia_synoptic.0171.20170403_142600.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_142600.fits,610d1c8481254c6c22e259f47b543057cfc754a17366e7c4e394cf54d0f8ce69,1200960,2017-04-03T14:26:09.340000Z,171,1024,1024,2.000182,true
2017-04-03/0171/aia_synoptic.0171.20170403_142800.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_142800.fits,71c05064f24fb284f098b7b997a809a265ba9df0ed581cde8112cb07e2ded95b,1200960,2017-04-03T14:28:09.350000Z,171,1024,1024,2.00018,true
2017-04-03/0171/aia_synoptic.0171.20170403_143000.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_143000.fits,edc187fa2bd98e767f6ed52c195cb39c67dc7f3f87cc17a7c884ae357d798d6b,1200960,2017-04-03T14:30:09.350000Z,171,1024,1024,2.000184,true
2017-04-03/0171/aia_synoptic.0171.20170403_143200.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_143200.fits,d38acfb301deabff37cafca4e748d807e067c1f0b7821519be102b8f87f76633,1200960,2017-04-03T14:32:09.350000Z,171,1024,1024,2.000185,true
2017-04-03/0171/aia_synoptic.0171.20170403_143400.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_143400.fits,db05660072edabcc97a7cef17e8325ed906c21a056596d3a99e76608cab29d54,1200960,2017-04-03T14:34:09.360000Z,171,1024,1024,2.000139,true
